user_id,subscription_id,active_days,courses_seen,materials_seen,favorite_category
6973,183b0c66-19f9-4c7e-8a9d-a0207a8baa09,7,1,3,Computer Science
6974,f1df129d-84f3-4f42-91db-61f819e3417c,8,2,23,Marketing
6975,084a7924-c763-47dd-9837-cfa65ae5bf0d,13,3,24,Computer Science
6976,521f3be0-9a22-49bc-9915-bf8a017b40f7,8,2,23,English
6977,5fc2cd78-d9ad-444a-a514-224449a068dd,5,1,14,Computer Science
6978,f1abbdbe-7cd6-49b1-a401-20231527c9c3,5,1,6,Marketing
6979,841b41d9-3a15-4666-9ab1-7b929167a83f,6,1,10,Computer Science
6980,872ad3c5-bba0-4912-a534-6a45ab498506,6,1,4,English
6981,e40990ea-1333-4977-a21f-ea3bd8dd840b,11,2,25,Computer Science
6982,101c5226-3a6b-47d6-a408-9236f107292d,6,1,11,Computer Science
6983,9a6b2c43-fd36-4ad6-90ae-4b91d1c375aa,4,1,14,Computer Science
6984,4acafdf6-9a3f-4210-a074-1674131bc587,8,2,12,Marketing
6985,ec2a3648-f4dc-4f78-905a-50696b51e109,5,1,10,Computer Science
6986,2d13be4f-f916-40af-8e01-9305180c9943,6,1,6,English
6987,59ead3f0-63d2-452f-bea4-97ee61ee708f,5,1,11,English
6988,1da68204-1d6e-43d3-a2d4-d5093ba3b288,12,2,24,Computer Science
6989,3d27884c-08f1-4ac7-a1bf-a506524f6dfb,12,2,22,Computer Science
6990,91d20d34-6ebd-4cd7-93fc-d7d732a76c65,5,1,8,Marketing
6991,ed6e3315-c8e8-482e-9450-043d33fb7d5e,10,2,28,Computer Science
6992,9e7d79cf-a6fc-4e93-a916-2d67afd59258,5,1,15,English
6993,d6d02f23-3cb8-4766-a3b3-268854de481d,5,1,5,English
6994,ea72da6c-f2ac-47ed-b378-916210689caf,9,2,27,Computer Science
6995,c7c4926d-c915-4a0e-bfac-4770c6c33e59,3,1,18,Marketing
6996,a9f66f2e-ffc0-425b-89ee-6120921d99d9,8,2,13,English
6997,318f79cc-43a2-4c19-a796-95cacfc9b41a,8,2,22,English
6998,f611a048-ac1b-4367-9341-1fb078226505,17,3,25,English
6999,08191d81-26d9-4c4d-ab04-a2bec6743ded,16,3,33,Computer Science
7000,06063ba7-3fe7-4d73-83d9-eafb42e321b1,13,3,23,Computer Science
7001,45ef060b-3d72-4f4f-8dad-c2f72a59d028,12,2,23,Computer Science
7002,1b0e17cb-626f-4a04-b4a4-0249ebbb5f3b,9,2,23,Marketing
7003,ef7c4a30-f135-490c-93f7-5df3b9c2a42c,8,2,14,Marketing
7004,66ac6c9b-18c4-4ca3-b523-10a652582367,6,1,4,Marketing
7005,bfe11220-8e4d-4f17-a767-6fc6087b9ef2,1,0,1,Computer Science
7006,fcaf377b-9c70-4eea-bdfc-5654ec00152b,9,2,24,Marketing
7007,05fb6fea-d4e2-4e34-8255-d63eb9be31d4,4,1,6,Marketing
7008,bd128ee6-2610-4b2f-9043-092ec1c838a8,10,2,28,Computer Science
7009,5185be45-717f-4d87-905b-a58ed7095af6,5,1,6,Computer Science
7010,d752a488-805f-4634-aeb4-995df290d5fb,12,2,15,Marketing
7011,03ca3cbb-da16-4db1-9e74-c60c2addcfb6,11,2,13,Computer Science
7012,64836a80-9d26-445f-827c-66c181afc78f,11,2,17,Computer Science
7013,9bfe16d2-8092-488b-bb15-fdc6753dd204,10,2,23,Computer Science
7014,c2ee2762-ded6-4d1f-a32d-b1f86500d47c,12,2,23,English
7015,20c96662-f718-40aa-a5bd-617dab6c1936,8,2,19,English
7016,ecf1ad89-0d9b-4cbc-a737-07698415482d,6,1,16,English
7017,2a748901-598e-45f2-b9f7-218f17f82e60,19,4,48,Computer Science
7018,1706e6a4-f028-4364-b3ea-c0632edb1a7b,10,2,27,Computer Science
7019,1f8bfc7f-79ee-436f-a57c-8ec5cbff8306,8,2,19,English
7020,df9b6f22-127c-4acb-80b2-f5e07abeffbf,6,1,11,Computer Science
7021,d8068a84-c828-43ab-b1c9-c6c711f4ee06,15,3,22,Marketing
7022,1ec5014f-8fc9-45b1-872c-1e9882eaa9f6,3,1,2,English
7023,0495249e-e62a-41e7-9ac3-165cb3723552,8,2,21,Computer Science
7024,93415633-6129-4aa3-bc49-2e7fbe443ee6,8,2,15,Computer Science
7025,2b6e578c-700b-41f1-9576-5c91c11c38e9,2,0,1,English
7026,e481ed77-8c22-45b8-a6bc-ad1e198ce786,6,1,13,Computer Science
7027,4f5c6047-29a5-44db-ae58-f8d85fd76b18,8,2,13,English
7028,b645a650-4e15-48e9-a0e6-909600ef0f67,9,2,27,English
7029,5505905e-5f2f-47c3-aedc-db67451f64f0,6,1,11,English
7030,5a663818-707c-4b2f-ba1a-5600ce4dac7f,4,1,2,English
7031,415b039d-d12f-4b2d-8823-72786fe01a95,6,1,7,Marketing
7032,4412bfa7-40ed-4da1-addf-9d3be1938ec0,6,1,14,English
7033,d1b0fb4c-fbd4-4475-bcd0-dd9073f7d5a3,8,2,22,Marketing
7034,92628730-03fa-49e2-8b59-5523f251ca5f,11,2,12,English
7035,e9125042-4009-4e29-9457-d0e8c33fa774,6,1,15,Marketing
7036,fd274cda-1ae7-4926-8232-59425f2dadec,7,1,8,Computer Science
7037,33ed073c-b553-475d-a66f-ddefc9d62965,8,2,13,Computer Science
7038,f2fd4368-4601-42d1-8d90-cb485052ebc7,6,1,14,Computer Science
7039,4160adc8-85d9-4d15-a335-6e38eebac430,5,1,14,Marketing
7040,bab201f8-cc3c-4caa-a13a-77fb7cbe1f37,6,1,9,Computer Science
7041,ea460e27-cb2a-4f6d-9fb5-ab66ac643e39,5,1,2,Computer Science
7042,391b4165-07cc-4f56-8625-dba3d17e0b84,12,2,13,Computer Science
7043,05274746-8be9-4c83-89b0-3e90489768ca,11,2,18,Computer Science
7044,2116677e-d65e-48e0-a58a-a441a8a9a6f6,4,1,17,Computer Science
7045,32888775-605d-4980-b2cc-3510c33461ca,7,1,13,Marketing
7046,6545bd49-3b80-47e8-b0ed-e16f73494592,2,0,1,Marketing
7047,237dafd2-e381-4042-b412-c73861e31e6f,10,2,28,Computer Science
7048,b07c0d30-41b0-48fa-bd98-8ae8ff19e2dd,6,1,18,Marketing
7049,e45076b6-32a2-417a-bf84-dbe6e31d9d46,14,3,27,Marketing
7050,6d83e799-68b1-4dfd-8680-8d5daea079c0,10,2,21,Computer Science
7051,2ec4fc54-2fea-44e9-9b7c-eaf4612e9641,7,1,3,Marketing
7052,d311da8c-b0a2-425a-83f9-774fa520722a,11,2,27,Computer Science
7053,fe97bc91-8959-4c97-991c-1a974c26288f,5,1,17,Marketing
7054,b1226f3e-df59-4a6e-b575-921794be2205,6,1,14,English
7055,3adb7ac9-a779-48c1-af95-3c34f21ff711,8,2,23,Computer Science
7056,cd381689-a17c-4516-b015-7ba709c0036e,12,2,14,Computer Science
7057,36aa1d53-536f-4247-a757-cfaf2a383fd4,7,1,6,Computer Science
7058,be5e44dd-893e-4a78-bb7e-917962bf9083,18,4,39,Computer Science
7059,cb1f8e93-cc2b-463e-9077-31a14db176c8,10,2,19,Computer Science
7060,2487c976-42f4-4160-9e8f-96d8edaa9e48,5,1,4,English
7061,93a8f59c-c59f-40b2-94f8-4127809b9196,9,2,28,Computer Science
7062,ccf6d58d-d6e2-4551-b8b8-378e7e44728a,5,1,13,Computer Science
7063,397aa0ed-97e2-4497-b6f9-5e2670686513,10,2,25,Computer Science
7064,a50664bd-6768-4cf7-9e80-50438070ea01,7,1,18,Marketing
7065,07c6f1c3-1325-4593-b532-15d46d9c4aec,5,1,13,English
7066,25fe4596-d49f-47c9-9783-4b022ebb1dfe,4,1,10,English
7067,ba6afaea-9ae4-475a-a1a3-2e12424cb4cc,14,3,32,Computer Science
7068,4d71fe52-f363-4271-9cca-56a7deb415a9,3,1,13,Computer Science
7069,b5422083-f612-4545-aed8-f602b9895d73,6,1,16,English
7070,421e643e-cc55-4a2c-ba81-c11d3a64f84d,7,1,7,Computer Science
7071,f23dd0b6-1723-4b9d-ba5c-645383848529,9,2,23,Computer Science
7072,49a5f323-250f-44f3-88c5-3a239c1dadef,8,2,28,English
7073,ff13a7e9-0212-4644-a027-8bc706cd7076,9,2,26,English
7074,83201ea1-5266-4896-a027-4091b6391378,13,3,31,Computer Science
7075,17a08a37-253d-450f-abe8-557bce61e0eb,7,1,18,Marketing
7076,b9ed85bf-5905-46ba-9884-28da4bdaa453,6,1,11,Computer Science
7077,957c5ea3-93ec-42ad-b0eb-a26f497c8bd1,7,1,18,Marketing
7078,b2b5ad3f-a99d-41a2-ae91-faa558a0f93d,5,1,12,Computer Science
7079,984c352b-87d0-4bee-bb75-3d1bf0406adb,10,2,20,Computer Science
7080,241e31e1-9a45-40bd-9094-ebb02456dc88,3,1,6,Marketing
7081,2a878cc4-4d77-40c9-a453-d97c74990772,7,1,3,English
7082,46cfa64a-fecd-429f-a512-2a3c362b57c3,13,3,37,Computer Science
7083,9c046c74-436e-437c-87fb-bec4e2b2cf0f,12,2,28,Marketing
7084,50e2053b-0730-4746-9d3b-e53c07b39aec,8,2,19,English
7085,0141a3bd-8b8c-4317-81e7-715bad9fdfd6,4,1,15,Marketing
7086,fe222c9e-5f9d-4eb3-93bf-88734b488889,14,3,34,Computer Science
7087,99e89306-6a0c-4858-93c1-3e9139621c20,6,1,10,English
7088,6e18e3d8-b7a9-4628-81c0-73ceeab88f51,6,1,8,English
7089,8bd97318-9ad3-48d6-88cb-e5b27e84cb02,8,2,22,English
7090,3a1a9298-e378-4df6-9cd0-68b297ab3a19,11,2,23,Computer Science
7091,ed0c8c2e-4a56-4f55-b0f3-4452042fc65c,7,1,16,Computer Science
7092,7bc0729c-32f6-4ebe-9baa-f87f0e1bf470,9,2,12,Marketing
7093,71585335-71ca-4f80-8f30-e10b6574eb60,4,1,9,Marketing
7094,4e59e9dd-4599-4d8c-8bbb-fa7b20b55cc7,13,3,29,Computer Science
7095,d8cf366e-335c-4905-828f-8b5b84c2486b,8,2,27,Marketing
7096,05ff3f64-ee35-4a59-90ba-abba27741600,14,3,32,Marketing
7097,034a9e11-3680-487d-b8b8-2326c3846c38,7,1,7,Computer Science
7098,99e03802-dac3-48d3-aa0c-5a23313f4ff6,9,2,17,Marketing
7099,3df32460-cb8d-4ef5-a40a-6dc843848a48,7,1,15,Computer Science
7100,49968058-f2df-48e7-a290-6644e7c77e23,7,1,18,English
7101,f295e8d7-1162-47c4-b814-6f418ab3b375,7,1,2,Computer Science
7102,119dd409-1ea4-42fb-8e72-62f45bccc05e,12,2,12,Computer Science
7103,81c3f377-5135-4ee5-8c56-9ba5a80ba82c,8,2,25,Computer Science
7104,5b4f766d-c07f-474e-818e-62134dc18310,6,1,2,Computer Science
7105,1018d5be-bd5a-463d-8afc-bbc7beb6f4ba,6,1,2,English
7106,a8310725-b642-47b1-a382-957620525b63,9,2,19,Computer Science
7107,ebdf739f-0e47-4ecd-9cbf-416e80833574,3,1,18,Computer Science
7108,a9e758d1-191d-4c7c-80d6-f8a4dcc345f0,9,2,26,English
7109,4922c9c1-54f1-489e-82f5-e53514f4d3ca,14,3,25,Computer Science
7110,38fdc25f-2a95-40f8-b359-32725fc7e9f2,12,2,25,English
7111,b9d4f281-5e6c-4814-bc37-91532d7fcd40,9,2,19,English
7112,8e9e0972-0f51-4a71-a385-c4980d6d10d5,12,2,14,Computer Science
7113,39c362ed-bbb6-4c5c-9dc9-8310c368b67d,5,1,12,Marketing
7114,ee01fd66-def2-4e2d-a8fe-c5c5c3158b49,11,2,22,Computer Science
7115,4dd87d06-d4d8-4704-b5ff-e95528a98e68,8,2,15,Computer Science
7116,84d4e1dc-cecb-40a2-b400-175526a18960,2,0,1,Marketing
7117,384c7bb2-e0d6-48d4-ada6-daaa0cd794bb,5,1,16,English
7118,f288073f-574d-414f-a663-8f5819806015,6,1,5,Marketing
7119,0cf9b532-a334-48ae-bed9-23eb6472c978,8,2,15,English
7120,c4be93ff-e265-4870-832b-dcf4a35c0429,6,1,12,English
7121,64f2ad40-8c5c-4d24-b79a-c7da15b583c5,3,1,3,English
7122,57489a7c-c8eb-4c27-afa3-c3877e112c9d,12,2,22,Computer Science
7123,bf548390-b543-46dc-8560-96901d7a581f,10,2,24,Computer Science
7124,e6894ff3-98f7-4189-abad-b0f2211a5436,3,1,11,Computer Science
7125,003a05b2-7207-42ce-8e50-c6328569f117,13,3,22,Marketing
7126,82951b6d-85e9-4147-aebf-d46b4f8e4fcf,3,1,15,English
7127,0e385bc1-0fba-44a9-9164-d3c3f9cff2a6,11,2,12,Marketing
7128,7e9047d9-e3d3-4781-a0b3-7b35155d4712,9,2,19,Computer Science
7129,543a5300-37ad-44dc-bad1-960412cafc23,2,0,1,Marketing
7130,4dcb4117-3c91-4db5-9eac-63d4db2b6643,15,3,38,Computer Science
7131,a5fb8750-aed2-45c6-b55e-031a79792f9a,6,1,2,English
7132,1aaa555c-5a74-4731-ad0c-20d0aabe1d40,3,1,13,English
7133,422d4fc0-7e11-4c4d-944c-71f1261c42bc,11,2,15,Computer Science
7134,cef0031a-6bab-41b5-bc06-cb150db15168,4,1,5,Marketing
7135,fe641ef1-b54d-496e-8a72-38a1c509ce15,14,3,34,English
7136,6e8acf68-bca7-419f-83fb-78d0d9ff443d,13,3,27,Computer Science
7137,a493e0c6-2608-4d90-85bd-b8173181eae2,11,2,12,English
7138,a126a66d-0b1e-42bb-a0e9-1608c7ef1c40,6,1,2,Computer Science
7139,6b00a8ca-4754-4700-a282-838124a3790d,6,1,4,Computer Science
7140,060c322d-9ed2-4a63-9094-080d34445016,5,1,10,Marketing
7141,f3240291-f7aa-4f81-ad27-f52436d3c039,3,1,18,English
7142,d3877289-86af-4d4a-a8d5-e434d0eebc1b,12,2,13,Computer Science
7143,1b8607e0-e117-4916-8cba-08570a9ef3d8,15,3,34,Computer Science
7144,e00d6948-c315-4b06-a42b-2195473bfd38,5,1,17,Marketing
7145,19e986f6-2fad-443e-abaf-19947cadd261,10,2,21,Computer Science
7146,b0fee31c-36b2-48e2-91b9-5db03f9a14bb,4,1,3,English
7147,7ece4d72-5366-4d60-9c23-aa2a69e00d2a,7,1,4,Marketing
7148,43a6810a-e824-464c-93be-86f04fb81091,13,3,36,English
7149,a8479936-55c7-4196-9237-4fe31d6f8ab5,10,2,22,English
7150,ed76b003-14e5-4622-8c58-f18e04040551,9,2,28,English
7151,943c1232-03ae-4e6e-a841-f21faf8416b0,12,2,23,Marketing
7152,2988ae4b-e3f8-4eca-a2f6-337a48b4e4b8,14,3,30,Computer Science
7153,c116305a-f3c1-41fc-a8dd-7492c28ac8e1,8,2,13,Marketing
7154,4e034a01-8251-41b1-a517-a0e8cc1adbbe,12,2,19,Computer Science
7155,5d657534-5218-41b6-9e54-da823ef926e1,2,0,1,English
7156,183b544a-48a4-48ef-8096-1df61d5a5293,10,2,12,Computer Science
7157,dbdb4085-e872-4ad0-be92-8f3d54d43352,8,2,16,Marketing
7158,598290e3-df92-4b12-881f-985d72d3e709,18,4,41,Computer Science
7159,1b9c1638-aecd-4fa3-a3a9-d2118e52b7fb,18,4,34,Marketing
7160,7df0ad23-cb81-477f-b7ae-2bc3cc3c44c8,10,2,13,Computer Science
7161,42e4f47b-9a16-499e-a3e5-5da3baf0f203,8,2,22,English
7162,b3f4e9de-1c56-43cc-a88a-ef7b45df0913,13,3,24,Computer Science
7163,128ef453-89fc-4855-acb0-758b2a6f89d1,8,2,28,Marketing
7164,b6cf70a0-f519-4936-961f-a14e8a51a7ca,13,3,35,Marketing
7165,1fd3d06c-f591-4697-932e-d21ca96f7606,7,1,13,Marketing
7166,2d8177a3-25b9-4a00-9916-7036fc244ab0,12,2,19,Computer Science
7167,36b69409-5715-4288-8fbe-5c6175e8c21f,15,3,24,Computer Science
7168,8c91a7cf-d9aa-4e07-bd1a-acc261c37dc8,9,2,28,Marketing
7169,3b4876a2-59f0-4dff-af44-2aaad9f09e0d,4,1,5,English
7170,4a153cf6-0c87-4559-a1b8-a24302210cb3,8,2,24,Computer Science
7171,ab2e8754-7b73-4b12-b7ca-8e9cf2e99e80,4,1,12,Marketing
7172,ffbd1a21-c332-4def-b8d3-876b1adf44cf,7,1,11,English
7173,08849940-f7f3-49db-8bb0-f4747a9a0ac3,5,1,15,English
7174,a6641e19-3ef9-47a4-902e-f794eccd98fc,5,1,12,English
7175,2091ecc8-a945-4c0b-9315-d3d3988997af,6,1,7,English
7176,1457b55f-ee9f-40c9-a21d-dace8596fb97,2,0,1,Computer Science
7177,ee63a896-cca1-4bb3-ac41-2b69eed80792,5,1,13,Computer Science
7178,7fc494e6-a3ed-4278-9de8-8aa81652b4c1,16,3,24,Computer Science
7179,7905347b-e96e-4be8-b56d-76306b7b43c7,3,1,6,English
7180,90ef559c-d813-4eb9-90ff-6687a25d56a9,8,2,23,Marketing
7181,68bee3d0-2366-40aa-a183-c0a40a22083e,10,2,14,Computer Science
7182,71d6e76f-d488-4a3c-880d-3e5dc2029b3e,3,1,11,Marketing
7183,003f1e74-5a1f-4087-9b5d-1533a67d1b35,10,2,17,Marketing
7184,9e2792d7-bd18-42a9-b524-c3f144d49338,3,1,11,English
7185,60608336-88f0-4847-8ce4-044802d917c7,6,1,5,Computer Science
7186,d3ca1d8d-b5ab-4c64-9610-1662aa3faffc,11,2,12,Computer Science
7187,6bbe0c30-7a11-408d-9a42-cf7b6221e0cf,14,3,38,Computer Science
7188,78b298ec-22a7-4c5f-875d-70a16f8f12c1,7,1,12,English
7189,f2fb4969-3bd7-47da-991b-c7e32b655118,14,3,24,Computer Science
7190,98eaf323-2484-4fbe-937b-7699974a42c3,4,1,7,Marketing
7191,e0ec33bf-193d-4723-99e5-aaf3142fbbe8,11,2,22,Computer Science
7192,099a39ac-2d03-4721-85e9-bf480f885cb8,7,1,17,Marketing
7193,2876c7b6-5917-46ac-9c13-e9bf89e66024,2,0,1,English
7194,da7d016b-6f92-482d-9f8b-bb51e7d108d3,6,1,17,English
7195,da7842b7-961f-4422-a417-6ac1164e8d9b,8,2,16,Computer Science
7196,6de9d1a4-ef49-4e3b-abde-c7f98b3f363d,12,2,26,Computer Science
7197,798a98c2-38da-4a43-a60b-960fb09b23c2,6,1,7,Marketing
7198,4fc9ea2c-de63-4691-b867-8260ebd0dc45,6,1,7,Computer Science
7199,06dd03a6-fb4a-4f34-a9f2-f0a8ba32c3f3,12,2,27,Computer Science
7200,eb774a21-76c3-47ec-8250-fff5998d3b4b,6,1,5,Marketing
7201,ac1b1aec-3e99-4b8f-b2d9-5f37b92f5ac5,3,1,18,Marketing
7202,d9b68bfb-4bf8-4137-a2f8-1ea693e6a42c,3,1,14,Marketing
7203,2002951f-1f71-4a39-9808-8f9d4390cc6d,3,1,13,English
7204,013691b2-daa9-4d3c-acc9-9340a5216a64,9,2,24,Computer Science
7205,972f9911-7c73-44e7-96b3-1b8047821575,11,2,26,Computer Science
7206,89e6b4e5-2287-4cf3-9db3-8c23b7efd8e2,2,0,1,Computer Science
7207,7ad9839f-f592-41c1-9649-8889721b5582,6,1,6,English
7208,50549ec3-5711-4094-b4be-0d5a8516f39b,11,2,20,Computer Science
7209,ac159853-f76e-4568-a65e-9083f84e2fbc,11,2,28,Computer Science
7210,55d27d87-a552-4570-94fc-97a66b05c341,6,1,16,Computer Science
7211,33c3b5e9-12ab-4ad4-b4a0-c94283f166f9,13,3,29,Computer Science
7212,6f020028-4d98-4228-8923-acd57ba1cde7,14,3,25,Computer Science
7213,1ebf3997-5eca-41ca-b3b6-7865ed5e2c70,10,2,26,Computer Science
7214,84b5d40b-e326-4b9f-b82a-af1ddd615cdb,5,1,17,Computer Science
7215,d46fbb65-c43d-49ef-873a-22a2e2995522,20,4,33,Computer Science
7216,8e7a35c8-ecad-4b56-9f0d-f334ba85856e,10,2,27,Computer Science
7217,14035ebb-0851-4570-8edb-2b8378de1e53,11,2,19,Computer Science
7218,ef7eaa36-7d1b-44dc-8658-9bf0ae83322a,9,2,19,English
7219,16e713f4-a48f-4799-b446-a0bf2ed20b21,4,1,14,Computer Science
7220,98e7cb62-adaa-4064-8179-49a2cf801e76,9,2,24,English
7221,70bedf5a-4447-4dd2-86df-51ea5838ba8b,5,1,3,English
7222,4977000b-5496-4c89-b590-4b291f057ee7,10,2,14,Computer Science
7223,57b3da8b-069f-4e15-af04-edd72a03fb4e,7,1,2,Marketing
7224,bd94425c-3875-40be-bc1e-b75ec9f1c531,11,2,28,Computer Science
7225,11c7e26a-b9de-48b5-8996-1b612de67e6e,7,1,10,English
7226,8964d9cf-92f3-4ad0-ba7b-5088ac8c558f,4,1,2,Marketing
7227,a5fd7631-682d-4e24-8a89-4eb0902a4f0c,7,1,9,English
7228,96175b16-bb8c-4359-8d52-b442c9e6119e,6,1,10,Marketing
7229,f0f18aa2-008f-40bb-b62c-de810c86c750,5,1,12,Computer Science
7230,65992fd0-0906-4e54-b3a4-5240fa054055,16,3,23,Computer Science
7231,0972348a-ed6c-4bbd-84c2-8a431ee093a7,7,1,16,English
7232,bae40c45-24e3-4c7f-9dab-ed8dd2a6154b,7,1,13,Computer Science
7233,f9a71087-5551-40a9-829b-802a1540e03a,4,1,9,English
7234,4b954d5c-bef2-4db2-80cb-2942f7be701f,10,2,22,Computer Science
7235,3752ae0a-fd79-449c-aa7b-6190ef2b6e7b,9,2,22,Computer Science
7236,a989193f-7df1-40b5-86f2-6750e9afa6c3,4,1,5,Marketing
7237,4dbd84bd-7082-42bc-9535-593adbf9493b,7,1,3,English
7238,1f839f4f-11c2-4f7a-a923-5dadd686b0d9,10,2,13,Computer Science
7239,7c997545-c7db-4216-ae69-f9de33168386,4,1,6,English
7240,5b8f62f6-9e96-419f-ba40-fe1c8f3cdd92,7,1,9,Marketing
7241,439cab32-c311-4865-b75c-208b8c90f0c4,18,4,42,Computer Science
7242,d39571e3-bbbc-49ca-bfae-3973b6acf194,4,1,8,Marketing
7243,a638d6f6-5484-4ea9-8ad9-7e15567d7e40,7,1,8,Marketing
7244,11956fd6-b452-472d-9c9f-d44fe1c7b5c5,13,3,37,Computer Science
7245,27c95443-023f-4738-a634-facafdb8fdd8,10,2,15,Computer Science
7246,922f00b8-1386-4ff0-9bc4-7803d487678e,6,1,6,English
7247,8978cf8f-32ca-4e14-978a-c0d4a3d9df06,4,1,16,Computer Science
7248,b71726c1-5b17-4277-9db6-b7c00f382807,7,1,9,Computer Science
7249,af432e31-26eb-4848-a30a-a9dac228ce1b,4,1,16,Marketing
7250,b9e98a79-31a7-496e-b1b1-aa70c6cecb4b,15,3,27,Computer Science
7251,a8dbf890-ea87-483b-9348-517229520f1b,4,1,8,English
7252,5d5cecc0-39c6-44dc-a08f-0925fbd577fb,3,1,8,English
7253,0ab8e0d6-a58e-4c1c-832c-728c811f5684,9,2,17,Computer Science
7254,e58f4f8f-ef34-4ed0-a4ce-07fe68ba58ba,9,2,14,English
7255,3235369b-2fb7-42bd-8d5d-c49cdf157c10,4,1,18,Marketing
7256,e158b9d2-9e3c-4489-bf0e-05447f90ea40,7,1,16,Computer Science
7257,f847fdc0-8d49-4517-93e7-626b8d43a593,3,1,9,Marketing
7258,820268c2-7eac-4ff6-8eb7-b1ad2cefc547,7,1,2,English
7259,c7c7e801-ffbe-4a3a-a660-5f057ed2a4bd,11,2,27,Computer Science
7260,0a9d49c0-d348-4412-8cd2-8139075b9571,5,1,6,English
7261,7d664fb7-96a1-45c2-9e59-853c1099ace8,11,2,21,Marketing
7262,5f2b3d79-2925-4847-885f-d9f53aa53bce,6,1,14,English
7263,8ed2e3d0-9593-4f4c-841b-2efa50f3e15a,6,1,7,Marketing
7264,2aa67b85-f282-40dd-a452-d46c8ab4d7be,3,1,10,English
7265,a7d832d1-68c0-482b-b8bc-506785c493c0,3,1,14,Marketing
7266,fd5f2018-3c59-4270-a713-e9192c5ef918,9,2,14,English
7267,213ea60d-ada0-45a8-a12f-6268799f8318,9,2,22,English
7268,20c344e5-1ebc-4bd5-b200-5f6cf4441307,4,1,13,Marketing
7269,b3c78710-a95c-42b1-93ff-00a94b30bba9,7,1,17,Marketing
7270,075db8f5-1969-47d8-880d-2cf3c0909298,19,4,47,Computer Science
7271,d2467c38-2547-474f-af99-c86032baba65,3,1,7,Marketing
7272,1a370705-328a-4fa1-a963-c279dc253c0f,6,1,5,Marketing
7273,9a8cfdf4-d3f3-4573-aff1-fef8e20ee455,4,1,12,English
7274,2a94b754-a9ff-4c03-bbfa-7ed4157afe0b,5,1,2,Marketing
7275,0694ff86-4ab4-4c0b-8176-367f3bbcf2ae,13,3,32,Computer Science
7276,addd38fc-5fbb-4182-bd12-cc831bbbad96,5,1,8,Marketing
7277,70bb982e-c3a4-4fc5-8345-654f549cf98c,9,2,12,Computer Science
7278,86add224-41de-481c-9e22-ac4cc3edad51,5,1,16,Marketing
7279,9d8731de-3c79-4f63-8023-882bfa384b27,4,1,9,Computer Science
7280,466c3fb0-886c-475d-bb69-6fb2b9e43123,4,1,17,Marketing
7281,e72dbe83-f4ab-4a84-8885-ca65277f82d5,6,1,5,Marketing
7282,08fc8fb9-e7bf-4210-ae1f-281b50428bf6,4,1,13,English
7283,158dfe07-9233-42fd-9b50-87926485607a,5,1,2,English
7284,9b1d7d28-80ba-4e1e-80fc-93a355c351e7,16,3,33,Computer Science
7285,24ab655f-6fdb-47e2-8e25-976829bb9869,4,1,7,Computer Science
7286,66808e96-9c9d-41cb-94db-20a6d9a80fd6,8,2,18,Marketing
7287,3d56d97d-ef87-43c0-97b1-a2402a07bf07,8,2,26,English
7288,36ee6504-1655-4271-be7f-86af98bd291c,7,1,7,Computer Science
7289,c1897d0a-e2b0-4535-accb-77d16aedcaad,11,2,26,Computer Science
7290,a25def0c-96ae-4a96-8e5b-fe042d2dc4cd,10,2,18,Computer Science
7291,bc9b067f-3830-4c48-ba49-63c2e9fad619,14,3,31,Computer Science
7292,87b0bbcc-3740-41a2-b1f5-f564e155f6cc,5,1,12,Marketing
7293,53e8b122-500a-4b2e-a899-4b66179d16fe,13,3,38,Computer Science
7294,26c9c8d1-651a-45cf-a998-41c43e07f86f,4,1,10,Computer Science
7295,f1e82933-e563-4872-8fd2-7b9dd7d87fc3,8,2,23,Marketing
7296,e0ce61e8-fb79-41a3-bf45-ff1ab9be2f76,7,1,9,Marketing
7297,744d82e3-998c-4c13-9424-c78f57780b24,3,1,13,Marketing
7298,bd91236d-f4cf-4dd2-b243-ef48598b3937,14,3,34,Computer Science
,322facaf-0151-40db-987c-c81ab965793d,17,3,29,Computer Science
7300,de7cd947-10e9-466e-a5e3-da98d8bc164a,7,1,10,English
7301,0ceab962-da78-4c6b-a514-c49fb50af71c,3,1,13,Computer Science
7302,e2ace064-e1cb-4fdb-b2a7-00396e870989,7,1,17,Marketing
7303,51cf4ab5-4a6f-4ac1-9fb3-e46144a81480,7,1,5,English
7304,12cb4545-956b-48ba-8ecb-1676063f7d3f,9,2,15,Marketing
,0f26eb70-dac5-4de6-9c92-5d6c7be98f29,13,3,34,Computer Science
7306,b51abd56-a617-4c4b-9ecd-430cd422e15c,9,2,13,English
7307,401d6b42-6575-4ec9-8c74-5551f36daa49,7,1,5,Marketing
7308,8f722633-cbb8-4f55-a5f1-48b5e4d030b7,5,1,6,English
7309,299c24f8-8195-4b74-a015-852e40d2bf20,5,1,9,English
7310,f90e48f1-f494-4694-9abf-4a02dcbb0db6,5,1,18,English
7311,9396c1db-0d34-4dd7-a434-f288531ccc08,5,1,12,Computer Science
7312,42a3cfff-66b9-4b9a-8bae-4f58656779f2,14,3,22,Computer Science
7313,0ebd35f2-4879-4463-a194-f20595cb43f9,10,2,23,Computer Science
7314,7637a006-c04e-4043-b95f-cbe904916352,7,1,14,Marketing
7315,7dbdce45-95a9-4087-9a49-858e0fa28d1c,3,1,6,Marketing
